Date,Open,High,Low,Close,Adj Close,Volume
2013-11-18,1023.0,1029.949951,1016.125,1022.0,868.140259,2831602.0
2013-11-19,1024.974976,1027.5,1010.599976,1014.950012,862.151672,2077864.0
2013-11-20,1023.424988,1024.949951,1008.5,1011.799988,859.475891,1658696.0
2013-11-21,1011.599976,1017.349976,990.0,993.299988,843.760986,2302882.0
2013-11-22,995.5,1005.5,992.549988,1000.424988,849.813416,1494494.0
2013-11-25,1004.0,1013.424988,996.549988,1006.625,855.080078,1950998.0
2013-11-26,1001.549988,1008.224976,993.5,996.849976,846.776428,2047412.0
2013-11-27,1004.5,1006.849976,987.5,993.224976,843.697144,2120978.0
2013-11-28,996.549988,998.275024,985.0,992.299988,842.911438,2805722.0
2013-11-29,996.0,1007.349976,990.900024,1002.174988,851.299988,1924812.0
2013-12-02,997.5,1010.5,997.5,1006.950012,855.356018,1253260.0
2013-12-03,1008.025024,1021.0,1007.525024,1010.400024,858.286743,1449184.0
2013-12-04,1009.950012,1015.799988,996.825012,1000.025024,849.473572,1519036.0
2013-12-05,1008.0,1016.775024,991.525024,993.575012,843.994507,1397190.0
2013-12-06,995.5,1005.0,995.5,1000.150024,849.579773,1446962.0
2013-12-09,1014.5,1014.974976,1000.0,1002.424988,851.512207,1826340.0
2013-12-10,1000.0,1044.5,1000.0,1041.375,884.598511,3653334.0
2013-12-11,1039.5,1043.425049,1021.5,1029.025024,874.10791,1556062.0
2013-12-12,1022.5,1032.0,1012.549988,1014.450012,861.726868,1655964.0
2013-12-13,1018.974976,1022.5,997.5,1000.900024,850.216919,3463350.0
2013-12-16,1006.849976,1019.900024,1002.575012,1009.575012,857.585999,2858500.0
2013-12-17,1015.799988,1032.925049,1015.0,1022.674988,868.713806,2995474.0
2013-12-18,1020.0,1035.5,1019.0,1027.900024,873.151917,1587990.0
2013-12-19,1037.974976,1055.0,1031.324951,1040.75,884.067505,2161986.0
2013-12-20,1044.050049,1065.0,1042.925049,1060.275024,900.653015,1965812.0
2013-12-23,1064.974976,1071.724976,1048.974976,1054.525024,895.768738,1321224.0
2013-12-24,1059.900024,1064.5,1052.125,1055.349976,896.469543,870156.0
2013-12-26,1057.5,1058.5,1045.724976,1050.150024,892.052429,2297194.0
2013-12-27,1053.5,1084.949951,1052.5,1080.324951,917.68457,2479946.0
2013-12-30,1085.0,1087.625,1073.349976,1078.025024,915.730896,1668776.0
2013-12-31,1080.050049,1092.474976,1075.449951,1086.025024,922.526672,1245776.0
2014-01-01,1090.050049,1092.25,1075.550049,1076.650024,914.563049,529952.0
2014-01-02,1083.0,1094.5,1078.074951,1083.5,920.381531,1726948.0
2014-01-03,1082.349976,1114.550049,1073.625,1111.099976,943.826233,2618174.0
2014-01-06,1114.5,1122.0,1098.5,1119.800049,951.216797,2311810.0
2014-01-07,1120.0,1128.224976,1099.5,1103.074951,937.009399,2897486.0
2014-01-08,1106.0,1122.0,1105.0,1116.324951,948.264954,2550020.0
2014-01-09,1114.375,1127.75,1111.050049,1120.974976,952.21521,2582206.0
2014-01-10,1130.0,1154.900024,1117.5,1140.449951,968.758057,3369334.0
2014-01-13,1142.5,1192.0,1142.5,1184.375,1006.070129,3814316.0
2014-01-14,1186.0,1192.400024,1160.0,1163.375,988.231445,2974964.0
2014-01-15,1171.224976,1189.099976,1163.5,1176.800049,999.63562,3048854.0
2014-01-16,1190.0,1190.050049,1162.5,1175.150024,998.233948,2997962.0
2014-01-17,1149.0,1149.0,1103.025024,1106.525024,939.940125,7564756.0
2014-01-20,1109.474976,1175.0,1107.75,1169.099976,993.09491,6010558.0
2014-01-21,1167.0,1169.625,1137.550049,1140.150024,968.502808,3132282.0
